Quote_Id,Quote_Date,Quote_Flag,Field_Info1,Field_Info2,Field_Info3,Field_Info4,Coverage_Info1,Coverage_Info2,Coverage_Info3,Sales_Info1,Sales_Info2,Sales_Info3,Sales_Info4,Sales_Info5,Personal_Info1,Personal_Info2,Personal_Info3,Personal_Info4,Personal_Info5,Property_Info1,Property_Info2,Property_Info3,Property_Info4,Property_Info5,Geographic_Info1,Geographic_Info2,Geographic_Info3,Geographic_Info4,Geographic_Info5
101971,1/02/2013,0,B,0.9403,965,N,9,22,J,1,5,23,V,33644,N,21,ZA,0,2,Y,0,D,0,14,2,14,-1,N,CA
102846,12/01/2015,1,B,0.9153,935,N,17,25,E,1,3,20,K,15899,N,5,ZA,0,2,N,0,D,0,22,1,4,-1,N,CA
103399,31/08/2013,0,B,0.9403,965,N,11,22,D,1,5,4,V,31332,N,10,ZA,0,2,N,0,D,0,11,2,8,-1,N,CA
103553,28/01/2015,0,B,0.9153,935,N,8,22,D,1,5,11,T,11870,N,11,ZA,0,2,N,0,R,1,13,2,13,-1,N,CA
103984,14/06/2013,0,B,0.9403,965,N,3,22,D,0,5,24,V,41270,N,5,ZA,0,2,N,0,O,0,1,2,14,25,N,CA
105013,29/09/2014,0,J,0.8928,"1,113",N,9,22,G,0,5,11,K,48183,N,6,ZA,0,2,N,0,I,0,9,12,5,-1,N,TX
105693,10/03/2015,0,F,1.0101,548,N,2,22,E,1,5,20,P,12431,N,-1,XB,0,,Y,0,R,0,4,4,17,-1,N,NJ
105754,21/03/2013,0,J,0.9769,"1,165",N,13,22,G,1,5,23,Q,6806,N,13,ZR,0,,N,0,J,1,14,24,15,-1,N,TX
105969,12/09/2014,0,J,0.8928,"1,113",N,7,2,G,1,5,11,V,41919,N,6,XH,0,,N,0,S,1,4,14,5,-1,N,TX
106027,5/02/2014,1,F,0.9685,548,N,3,25,J,1,4,7,V,11226,N,8,XR,0,,N,0,R,0,13,4,21,-1,N,NJ
106040,1/05/2015,0,K,0.887,"1,113",Y,9,22,A,1,5,11,V,16372,N,7,XE,0,,N,0,J,1,8,24,15,-1,N,TX
106641,10/02/2015,0,F,0.9893,548,N,15,22,E,0,5,11,P,20425,N,-1,YF,0,,N,0,R,1,22,4,22,-1,N,NJ
106645,11/06/2013,0,B,0.9403,965,N,6,22,D,1,5,17,P,29504,N,5,ZA,0,2,N,0,D,0,21,2,11,-1,N,CA
106771,14/07/2014,0,J,0.8928,"1,113",N,25,22,A,1,5,11,K,999,N,19,ZA,0,2,N,0,S,0,21,15,4,-1,N,TX
106854,19/03/2014,0,B,0.9153,935,N,11,22,D,1,5,20,P,56173,N,-1,ZA,0,2,N,0,O,0,11,2,13,-1,N,CA
107039,30/07/2013,0,J,0.9691,"1,165",N,21,22,G,1,2,3,P,37676,N,-1,ZH,0,2,N,0,J,1,17,14,5,-1,N,TX
107261,8/08/2013,0,F,0.9919,564,N,5,22,G,0,3,16,Q,36529,N,6,ZT,0,,N,0,N,0,17,4,20,-1,N,NJ
107539,8/06/2014,0,E,0.9392,"1,487",N,7,22,A,1,5,11,M,41936,N,5,ZC,0,,N,0,R,1,2,10,23,-1,N,IL
107639,10/07/2014,0,J,0.8928,"1,113",N,2,25,F,1,4,11,Q,60196,N,-1,XM,0,,N,0,I,1,3,14,6,-1,N,TX
107740,9/07/2013,0,B,0.9403,965,N,8,22,D,1,5,1,P,30501,N,15,ZA,0,2,N,0,O,1,13,2,12,-1,N,CA
107831,22/04/2013,0,B,0.9403,965,N,6,22,D,1,5,23,K,45847,N,-1,ZA,0,2,N,0,D,0,13,2,14,-1,N,CA
108192,22/07/2013,0,F,0.9919,564,N,8,22,E,0,5,17,K,58791,N,-1,XM,0,,N,0,R,1,10,4,17,-1,N,NJ
108322,10/03/2014,0,J,0.8922,"1,113",N,4,25,K,0,5,20,K,53897,N,9,ZN,0,,N,0,I,1,15,20,4,-1,N,TX
109236,11/08/2014,0,J,0.8928,"1,113",N,5,2,G,1,5,11,K,52815,N,5,XR,0,,Y,0,D,1,9,14,8,-1,N,TX
109368,26/10/2014,0,J,0.8793,"1,113",N,4,2,K,0,4,11,Q,20244,N,-1,XJ,0,,N,0,I,1,8,18,4,-1,N,TX
109568,24/08/2013,0,B,0.9403,965,N,19,25,E,1,3,21,R,31511,N,5,ZA,0,2,N,0,O,0,22,1,15,-1,N,CA
109602,13/03/2014,0,B,0.9153,935,N,13,22,D,0,5,20,Q,17529,N,4,ZA,0,2,N,0,O,0,16,1,7,25,N,CA
109883,19/05/2014,0,J,0.8928,"1,113",N,3,22,F,0,5,11,P,45001,N,9,ZJ,0,2,N,0,Q,1,2,13,8,-1,N,TX
110727,12/02/2015,0,C,0.9108,"1,487",Y,25,22,A,1,5,11,Q,23127,N,5,YF,0,,N,0,J,1,22,9,25,-1,N,IL
111354,12/07/2013,0,B,0.9403,965,N,3,22,D,0,5,1,V,56038,N,13,ZA,0,2,N,0,D,1,7,2,4,-1,N,CA
111573,14/09/2013,0,B,0.9403,965,N,3,22,D,1,5,4,R,65889,N,7,ZA,0,2,Y,0,D,1,6,2,4,-1,N,CA
111990,26/11/2013,0,B,0.9403,965,N,4,22,E,1,3,20,P,30189,N,-1,ZA,0,2,N,0,R,0,1,2,4,-1,N,CA
111997,21/05/2014,1,E,0.9392,"1,487",N,13,22,A,1,4,11,T,50628,N,25,ZN,0,,N,0,R,1,16,9,25,-1,N,IL
112544,31/08/2013,0,E,0.9487,"1,480",N,9,22,A,1,4,4,R,17925,N,6,XM,0,,N,0,S,1,14,9,24,-1,N,IL
113122,17/02/2014,0,B,0.9403,935,N,18,2,D,0,5,24,M,54469,N,-1,ZA,0,2,N,0,O,0,22,2,9,-1,N,CA
113564,5/02/2013,1,E,0.9368,"1,480",N,7,22,A,1,4,23,P,27080,N,5,XM,0,,N,0,R,1,3,9,23,-1,N,IL
113630,27/12/2013,0,F,0.9838,564,N,16,22,E,1,5,7,V,34562,N,15,XJ,0,,N,0,R,1,21,4,19,-1,N,NJ
113735,7/06/2013,0,J,0.9691,"1,165",N,18,22,G,1,5,1,V,50236,N,5,ZA,0,2,Y,0,I,0,19,14,7,-1,N,TX
114005,7/04/2015,0,B,0.9153,935,N,8,22,D,1,5,11,P,47931,N,11,ZA,0,2,N,0,O,1,8,2,4,-1,N,CA
114238,4/10/2013,1,B,0.9403,965,N,4,22,E,0,3,20,P,45350,N,6,ZA,0,2,N,0,O,0,17,2,8,-1,N,CA
114370,9/01/2013,1,E,0.9368,"1,480",N,8,22,A,1,4,8,T,31579,N,24,XD,0,2,N,0,S,1,10,9,24,-1,N,IL
114465,12/01/2015,0,F,1.0005,548,N,7,22,J,1,2,20,V,31435,N,-1,XB,0,,N,0,R,1,1,4,18,-1,N,NJ
114834,28/08/2014,0,B,0.9153,935,N,4,22,D,1,5,11,T,26877,N,5,ZA,0,2,N,0,R,1,9,2,14,-1,N,CA
115030,13/03/2015,0,F,1.0101,548,N,13,25,E,1,5,11,V,11404,N,6,ZH,0,,Y,0,O,1,14,4,17,-1,N,NJ
115350,2/01/2015,0,B,0.9153,935,N,6,22,E,1,3,20,V,6343,N,6,ZA,0,2,N,0,O,1,8,2,10,-1,N,CA
115637,3/03/2015,0,K,0.887,"1,113",Y,2,2,K,1,5,11,P,51591,N,7,XB,0,,N,0,R,0,1,24,11,-1,N,TX
116446,26/09/2014,0,F,1.0006,548,N,23,25,E,1,4,11,V,11443,N,-1,XR,0,,N,0,O,1,21,4,22,-1,N,NJ
116467,9/11/2014,1,B,0.9153,935,N,12,22,E,1,3,20,M,47440,N,5,ZA,0,2,N,0,D,1,14,2,12,25,N,CA
116604,9/07/2014,0,J,0.8928,"1,113",N,2,22,F,1,5,11,Q,60512,N,-1,XJ,0,,N,0,S,1,1,13,6,-1,N,TX
116680,3/03/2015,0,F,1.0101,548,N,8,22,E,1,3,20,P,48253,N,19,ZG,0,,N,0,J,0,14,4,22,-1,N,NJ
116786,15/04/2013,0,B,0.9403,965,N,12,22,D,0,5,23,M,39026,N,5,ZA,0,2,N,0,D,1,22,2,4,-1,N,CA
117292,12/06/2013,0,J,0.9691,"1,165",N,7,22,G,1,4,1,T,16114,N,6,ZT,0,,N,0,J,1,8,13,7,-1,N,TX
118335,15/11/2013,0,F,0.9919,564,N,25,22,J,1,3,20,V,12126,N,-1,XR,0,,N,0,R,1,10,4,17,-1,N,NJ
118555,29/05/2014,0,J,0.8928,"1,113",N,20,22,A,0,5,11,Q,50163,N,-1,ZA,0,2,N,0,S,0,19,15,4,-1,Y,TX
118985,26/09/2013,0,E,0.9489,"1,480",N,2,22,K,1,5,4,Q,54503,N,-1,XM,0,,N,0,R,1,8,9,23,-1,N,IL
119090,1/03/2014,0,F,0.9566,548,N,4,22,E,1,5,11,K,50314,N,20,ZT,0,,N,0,R,1,10,4,16,-1,N,NJ
119095,3/11/2014,0,F,1.0006,548,N,21,22,E,1,3,20,K,31750,N,11,YE,0,,N,0,R,1,16,4,16,-1,N,NJ
119450,29/12/2014,0,J,0.887,"1,113",N,5,22,F,1,5,11,K,35949,N,5,ZH,0,,N,0,J,1,6,23,4,-1,N,TX
119561,24/10/2013,0,B,0.9403,965,N,12,22,D,1,5,20,T,25719,N,-1,ZA,0,2,N,0,R,0,25,2,9,-1,N,CA
119721,9/04/2014,0,F,1.0006,548,N,16,22,K,1,3,20,Q,37021,N,25,ZR,0,,Y,0,K,1,24,4,22,-1,N,NJ
119850,16/07/2013,0,J,0.9691,"1,165",N,7,22,G,0,5,1,P,41054,N,7,ZA,0,2,Y,0,J,0,7,24,14,-1,N,TX
119860,13/06/2013,0,F,0.9919,564,N,7,25,E,0,4,1,Q,51420,N,-1,YF,0,,N,0,J,1,11,4,17,-1,N,NJ
120072,15/12/2014,0,B,0.9153,935,N,8,22,D,1,5,11,K,26743,N,7,ZA,0,2,N,0,O,1,20,2,14,-1,N,CA
120224,31/01/2014,0,B,0.9403,935,N,18,22,D,1,5,7,V,17594,N,22,ZA,0,2,N,0,O,0,22,2,8,-1,N,CA
120574,20/05/2013,0,B,0.9403,965,N,15,22,E,1,2,15,K,51736,N,6,ZA,0,2,N,0,O,1,22,2,4,-1,N,CA
120939,14/11/2014,0,J,0.887,"1,113",N,6,22,F,1,5,11,V,24121,N,7,ZA,0,2,N,0,S,0,7,14,5,-1,N,TX
120989,14/01/2013,0,B,0.9219,965,N,9,22,E,1,3,14,K,18162,N,9,ZA,0,2,N,0,O,1,16,2,4,-1,N,CA
121120,11/07/2013,1,B,0.9403,965,N,13,22,J,1,3,8,V,25852,N,5,ZA,0,2,N,0,O,1,21,2,4,-1,N,CA
121147,12/01/2015,0,J,0.887,"1,113",N,7,2,G,1,4,22,K,22784,N,5,YH,0,,N,0,J,1,4,24,14,-1,N,TX
121273,19/10/2013,0,F,0.9919,564,N,1,22,E,0,4,7,V,42934,N,5,XJ,0,,N,0,N,0,1,4,20,-1,N,NJ
121543,29/03/2015,1,B,0.9153,935,N,7,22,E,1,4,11,T,55048,N,6,ZA,0,2,N,0,O,1,11,2,12,-1,N,CA
121786,4/07/2014,0,B,0.9153,935,N,12,22,D,1,5,11,V,27950,N,-1,ZA,0,2,Y,0,D,1,25,2,9,-1,N,CA
121829,16/05/2015,0,F,1.0101,548,N,11,22,J,1,3,20,K,30100,N,-1,XJ,0,,N,0,N,1,23,4,20,-1,N,NJ
122023,18/10/2013,0,J,0.9497,"1,165",N,7,25,G,0,4,7,V,27346,N,7,XJ,0,1,N,0,J,1,10,14,5,-1,N,TX
122025,16/02/2015,0,K,0.887,"1,113",Y,2,22,F,1,5,11,K,43193,N,-1,XJ,0,,N,0,I,1,2,13,6,-1,N,TX
122377,28/03/2014,0,B,0.9153,935,N,16,22,D,1,5,20,V,49321,N,24,ZA,0,2,N,0,O,0,21,2,4,-1,N,CA
122562,3/03/2015,0,F,1.0101,548,N,5,22,E,1,5,11,P,67154,N,25,ZT,0,,N,0,R,1,4,4,17,-1,N,NJ
122625,27/01/2014,0,E,0.9472,"1,487",N,2,22,K,1,3,20,K,1314,N,25,ZJ,0,,N,0,R,1,1,11,23,-1,N,IL
122741,29/08/2013,0,F,0.9919,564,N,16,25,E,0,4,4,K,4512,N,-1,XJ,0,,N,0,R,1,22,4,22,-1,N,NJ
123043,29/08/2013,1,F,0.9919,564,N,7,25,E,1,3,16,T,18999,N,8,ZD,0,,Y,0,D,1,13,4,21,-1,N,NJ
123273,16/07/2013,0,J,0.9691,"1,165",N,5,25,F,0,4,1,P,43474,N,5,XR,0,,Y,0,R,1,9,18,4,-1,Y,TX
123922,9/09/2014,0,B,0.9153,935,N,2,22,D,1,5,11,P,54080,N,9,ZA,0,2,N,0,R,1,19,2,7,-1,N,CA
123973,9/09/2013,0,J,0.9497,"1,165",N,7,22,G,1,3,21,K,50107,N,-1,ZK,0,,N,0,J,1,11,24,15,-1,N,TX
124091,14/01/2014,0,F,0.9838,548,N,4,22,E,1,5,7,P,26770,N,5,XJ,0,,N,0,G,0,2,4,22,-1,N,NJ
124162,17/03/2014,0,F,0.9566,548,N,11,25,E,0,5,11,K,42082,N,7,ZC,0,,N,0,D,0,23,4,20,-1,N,NJ
124355,9/05/2013,1,B,0.9403,965,N,8,22,D,1,5,15,Q,58861,N,5,ZA,0,2,N,0,D,0,21,2,9,-1,N,CA
124415,9/09/2014,1,B,0.9153,935,N,14,22,D,1,5,11,P,63396,N,1,ZA,0,2,N,0,I,1,23,2,4,-1,N,CA
125090,7/07/2014,0,F,1.0006,548,N,6,22,E,1,4,11,K,6178,N,5,ZW,0,,N,0,R,0,15,4,22,-1,N,NJ
125108,29/09/2014,0,B,0.9153,935,N,10,22,K,0,3,20,K,49062,N,-1,ZA,0,2,N,0,O,1,18,2,9,-1,N,CA
125195,1/10/2014,0,J,0.8793,"1,113",N,8,22,G,0,5,22,T,47649,N,10,ZA,0,2,N,0,J,0,10,24,15,-1,N,TX
125342,20/07/2013,0,B,0.9403,965,N,7,22,D,1,5,17,R,36884,N,7,ZA,0,2,N,0,O,1,14,2,9,-1,N,CA
125746,16/09/2014,0,F,1.0006,548,N,3,22,E,1,4,11,P,65579,N,-1,XH,0,,N,0,R,1,5,4,17,-1,N,NJ
126043,23/04/2015,0,K,0.887,"1,113",Y,25,22,G,1,5,11,Q,30127,N,14,XO,0,,N,0,S,1,23,12,8,-1,N,TX
126332,8/05/2013,0,J,0.9691,"1,165",N,4,2,F,0,5,1,K,63084,N,24,ZA,0,2,N,0,J,0,1,14,9,-1,N,TX
126383,3/09/2013,1,F,0.9919,564,N,11,22,E,1,4,4,P,41720,N,5,YH,0,,N,0,E,1,18,4,19,-1,N,NJ
126402,24/07/2014,0,J,0.8928,"1,113",N,21,22,G,1,5,11,Q,8122,N,6,ZA,0,2,N,0,Q,0,20,14,4,-1,N,TX
127464,24/03/2013,0,E,0.9375,"1,480",N,21,22,A,1,5,23,M,48345,N,24,ZA,0,2,N,0,S,0,16,9,25,-1,N,IL
127589,16/03/2015,1,F,1.0101,548,N,6,22,H,1,5,20,P,9101,N,5,XS,0,,Y,0,R,1,18,4,19,-1,N,NJ
127684,30/04/2014,0,E,0.9392,"1,487",N,10,22,A,1,5,11,T,23277,N,6,ZG,0,,N,0,D,1,21,9,23,-1,N,IL
127689,27/03/2015,0,K,0.887,"1,113",Y,5,25,K,1,4,22,V,51963,N,6,XB,0,,N,0,S,1,3,24,14,25,N,TX
127695,5/06/2014,0,B,0.9153,935,N,19,22,D,1,5,11,Q,42709,N,13,ZA,0,2,Y,0,O,0,21,2,13,-1,N,CA
128211,28/08/2014,0,J,0.8928,"1,113",N,5,22,F,1,5,11,Q,28841,N,-1,XX,0,,N,0,J,1,2,25,12,-1,N,TX
128342,20/06/2014,0,B,0.9153,935,N,18,25,J,1,4,11,V,53904,N,-1,ZA,0,2,N,0,O,1,25,2,7,-1,N,CA
129352,29/08/2013,0,F,0.9919,564,N,6,22,E,0,5,21,Q,24095,N,13,ZF,0,,N,0,R,1,14,4,21,-1,N,NJ
129533,9/01/2015,1,B,0.9153,935,N,5,22,D,1,5,11,K,8962,N,5,ZA,0,2,N,0,O,1,22,2,4,-1,N,CA
129579,20/03/2015,0,F,1.0101,548,N,14,22,E,1,5,20,V,29788,N,-1,XR,0,,N,0,D,1,15,4,16,-1,N,NJ
129748,23/03/2015,0,F,1.0101,548,N,6,22,E,1,5,20,K,2209,N,5,XH,0,,Y,0,R,1,7,4,16,-1,N,NJ
130055,2/05/2013,0,J,0.9691,"1,165",N,22,25,G,1,5,1,Q,28453,N,16,YF,0,,N,0,J,1,12,14,7,-1,N,TX
130060,3/04/2013,0,J,0.9769,"1,165",N,13,22,G,1,4,22,T,61358,N,8,ZR,0,,N,0,J,1,16,17,4,-1,N,TX
130498,7/10/2013,0,B,0.9403,965,N,10,22,D,0,5,24,K,5660,N,25,ZA,0,2,N,0,O,1,9,2,4,-1,N,CA
130577,15/09/2014,0,J,0.8928,"1,113",N,6,22,G,0,5,11,K,20847,N,-1,ZA,0,2,N,0,J,0,8,14,5,-1,N,TX
130838,20/04/2013,0,B,0.9403,965,N,9,22,D,0,5,24,R,63453,N,-1,ZA,0,2,N,0,O,0,17,2,9,-1,N,CA
131669,14/04/2013,1,F,0.9313,564,N,9,22,E,1,3,15,K,26997,N,25,XM,0,,N,0,R,1,19,4,19,-1,N,NJ
131769,7/05/2015,0,B,0.9153,935,N,18,22,D,1,5,11,Q,38453,N,8,ZA,0,2,N,0,O,0,25,2,9,-1,N,CA
131823,25/04/2014,0,E,0.9392,"1,487",N,4,2,K,1,5,11,V,49925,N,8,XH,0,,N,0,N,1,11,9,23,-1,N,IL
132017,12/04/2013,1,B,0.9403,965,N,8,22,E,1,4,23,V,55653,N,6,ZA,0,2,N,0,O,1,8,2,10,-1,N,CA
132336,12/04/2013,0,B,0.9403,965,N,13,22,D,0,5,15,V,15118,N,5,ZA,0,2,N,0,O,1,22,2,4,-1,N,CA
132679,13/03/2015,0,K,0.887,"1,113",Y,8,22,G,1,5,11,V,18860,N,-1,XO,0,,N,0,J,1,14,13,6,-1,N,TX
132773,16/02/2015,0,C,0.9108,"1,487",Y,25,22,A,1,5,11,K,49426,N,8,XO,0,,N,0,J,1,16,11,24,-1,N,IL
132801,10/09/2013,0,F,0.9919,564,N,12,22,E,0,5,10,P,58973,N,-1,ZN,0,,Y,0,R,1,22,4,19,-1,N,NJ
132811,13/06/2013,1,J,0.9691,"1,165",N,17,2,G,1,4,8,Q,14141,N,5,XJ,0,,N,0,L,1,13,19,4,-1,N,TX
132910,6/06/2013,0,B,0.9403,965,N,9,22,D,1,5,17,T,27306,N,-1,ZA,0,2,N,0,O,0,21,2,12,-1,N,CA
133106,3/04/2013,1,J,0.9769,"1,165",N,20,25,G,1,4,23,T,8845,N,6,XJ,0,,Y,0,J,1,17,24,15,-1,N,TX
133109,7/11/2013,1,B,0.9403,965,N,12,22,D,1,5,20,Q,22206,N,5,ZA,0,2,N,0,O,1,17,2,11,-1,N,CA
133270,3/03/2013,0,F,0.8945,564,N,6,25,E,1,4,23,R,14613,N,-1,XO,0,2,N,0,R,0,20,4,20,-1,N,NJ
133327,20/07/2013,0,J,0.9691,"1,165",N,2,22,F,0,5,1,R,42544,N,6,XB,0,2,N,0,D,1,2,13,6,-1,N,TX
133344,29/11/2014,1,J,0.887,"1,113",N,3,22,F,1,3,20,R,27023,N,8,YH,0,,N,0,R,1,1,25,4,-1,N,TX
133642,12/12/2013,0,B,0.9403,965,N,20,22,D,0,5,7,Q,34134,N,-1,ZA,0,2,N,0,J,1,23,2,4,-1,N,CA
133820,25/04/2013,0,F,0.9313,564,N,10,22,E,1,5,23,Q,55930,N,1,YE,0,,N,0,R,1,11,4,18,-1,N,NJ
133855,9/08/2014,0,B,0.9153,935,N,17,22,D,1,5,11,R,34859,N,22,ZA,0,2,N,0,O,0,20,2,4,-1,N,CA
133859,19/11/2014,0,E,0.9108,"1,487",N,14,22,A,1,3,8,T,25551,N,7,ZF,0,,N,0,R,1,9,9,23,-1,N,IL
134408,17/05/2013,0,B,0.9403,965,N,5,22,E,1,3,15,V,6664,N,-1,ZA,0,2,Y,0,D,1,13,2,4,25,N,CA
134436,29/01/2013,0,B,0.9219,965,N,2,22,E,1,4,23,P,47791,N,5,ZA,0,2,N,0,O,1,2,2,4,-1,N,CA
134502,17/01/2014,0,B,0.9403,935,N,7,22,D,1,5,20,Q,19809,N,7,ZA,0,2,N,0,O,1,8,2,11,-1,N,CA
134567,24/06/2013,0,F,0.9919,564,N,11,22,E,1,5,1,K,2182,N,7,XB,0,,N,0,N,1,21,4,22,-1,N,NJ
134602,1/10/2013,0,F,0.9919,564,N,3,22,E,0,5,20,P,27973,N,-1,XO,0,,N,0,R,1,9,4,18,-1,N,NJ
134717,17/04/2014,0,F,1.0006,548,N,8,22,E,0,5,11,Q,17304,N,5,XJ,0,,N,0,R,1,11,4,18,-1,N,NJ
134929,18/09/2013,0,B,0.9403,965,N,21,22,D,0,5,20,P,63639,N,18,ZA,0,2,N,0,O,1,22,2,7,-1,N,CA
135478,12/05/2014,0,F,1.0006,548,N,3,22,E,0,5,20,K,33723,N,12,ZN,0,,N,0,R,1,6,4,16,-1,N,NJ
135605,16/10/2013,0,J,0.9497,"1,165",N,17,22,G,0,5,4,T,1686,N,-1,ZA,0,2,N,0,I,0,17,14,9,-1,Y,TX
136146,28/11/2014,0,B,0.9153,935,N,4,22,J,0,3,20,V,47839,N,4,ZA,0,2,N,0,O,0,9,2,4,-1,N,CA
136188,23/02/2015,0,K,0.887,"1,113",Y,4,22,F,0,5,11,K,54917,N,8,YH,0,,N,0,D,1,4,14,8,-1,N,TX
136625,19/07/2013,1,J,0.9691,"1,165",N,5,22,F,1,3,17,V,23040,N,4,XZ,0,,Y,0,J,0,5,7,4,-1,N,TX
136768,6/08/2013,0,J,0.9691,"1,165",N,15,22,G,1,3,21,P,23168,N,6,ZF,0,2,N,0,J,1,8,25,6,-1,N,TX
136773,28/04/2014,1,F,1.0006,548,N,8,22,E,1,5,20,K,15602,N,5,XM,0,,N,0,I,1,24,4,22,-1,N,NJ
136902,16/10/2014,0,J,0.8793,"1,113",N,12,22,F,1,5,11,Q,43177,N,17,ZT,0,,N,0,Q,1,9,14,8,-1,N,TX
136944,20/07/2014,0,J,0.8928,"1,113",N,5,22,K,1,5,11,M,65007,N,16,ZA,0,2,N,0,D,0,12,18,4,-1,N,TX
137012,7/10/2013,0,E,0.9482,"1,480",N,15,22,A,1,2,20,R,64046,N,8,XX,0,,N,0,N,1,19,9,24,-1,N,IL
138028,29/01/2013,1,B,0.9219,965,N,7,22,E,1,3,14,P,44834,N,22,ZA,0,2,Y,0,O,1,10,2,4,-1,N,CA
138067,29/04/2015,0,B,0.9153,935,N,10,22,D,0,4,11,P,20861,Y,4,ZA,0,2,N,0,O,0,17,2,11,-1,N,CA
138081,8/01/2015,0,B,0.9153,935,N,16,22,E,0,3,20,Q,9322,N,7,ZA,0,2,Y,0,O,1,22,2,7,-1,N,CA
138296,8/01/2013,0,E,0.9368,"1,480",N,25,2,A,1,5,23,P,14593,N,-1,XX,0,,N,0,J,1,16,9,25,-1,N,IL
138949,10/03/2015,0,C,0.893,"1,487",Y,4,22,K,0,3,11,P,40495,N,6,XM,0,,Y,0,R,1,1,11,25,25,N,IL
139047,3/01/2015,0,B,0.9153,935,N,3,22,E,1,3,20,R,21127,N,15,ZA,0,2,N,0,O,0,17,2,4,-1,N,CA
139104,26/09/2013,0,B,0.9403,965,N,8,2,D,0,5,24,Q,56401,N,5,ZA,0,2,N,0,O,1,23,2,8,-1,N,CA
139199,20/01/2015,0,B,0.9153,935,N,4,22,D,0,5,11,P,23641,N,-1,ZA,0,2,N,0,O,1,17,2,7,-1,N,CA
139266,19/04/2015,1,K,0.887,"1,113",Y,4,25,K,1,4,22,M,15700,N,7,XO,0,,N,0,I,1,4,15,4,-1,N,TX
139508,24/07/2014,0,F,1.0006,548,N,13,22,K,0,3,20,Q,20721,N,4,ZH,0,,Y,0,R,1,17,4,16,-1,N,NJ
139967,25/09/2013,0,F,0.9919,564,N,9,22,E,1,5,4,T,66915,N,6,ZR,0,,N,0,R,1,12,4,17,-1,N,NJ
140170,26/01/2014,0,E,0.9472,"1,487",N,7,22,F,1,5,7,K,28141,N,6,ZN,0,,N,0,R,1,16,9,24,-1,Y,IL
140206,27/01/2014,0,F,0.9838,548,N,4,22,E,1,3,20,K,15899,N,4,ZK,0,2,N,0,N,0,3,4,17,-1,N,NJ
140444,25/11/2013,1,F,0.9919,564,N,6,22,E,1,3,20,V,16101,N,6,XO,0,,N,0,R,0,16,4,22,-1,N,NJ
140727,27/03/2015,0,K,0.887,"1,113",Y,7,22,F,1,5,11,V,5542,N,25,ZR,0,,N,0,I,1,13,18,4,-1,N,TX
141213,26/03/2015,0,K,0.887,"1,113",Y,18,22,G,1,5,11,Q,25181,N,-1,ZA,0,2,N,0,J,0,19,14,5,-1,Y,TX
141420,9/03/2015,0,K,0.887,"1,113",Y,15,25,A,1,4,11,K,32204,N,-1,XM,0,,Y,0,J,1,12,24,15,-1,N,TX
141707,18/01/2013,1,B,0.9219,965,N,11,22,K,0,2,14,V,61040,N,6,ZA,0,2,N,0,O,1,18,2,4,-1,N,CA
142155,14/08/2014,0,J,0.8928,"1,113",N,3,25,F,1,4,22,Q,20924,N,11,ZT,0,,N,0,J,1,7,24,15,-1,N,TX
142174,3/05/2013,1,J,0.9691,"1,165",N,6,25,G,1,4,22,K,63537,N,6,ZR,0,,N,0,R,1,11,14,5,-1,N,TX
142237,8/05/2015,0,K,0.887,"1,113",Y,12,22,G,1,5,11,V,12431,N,5,ZA,0,2,N,0,J,0,10,14,5,-1,N,TX
142383,8/05/2014,0,J,0.8928,"1,113",N,15,22,G,0,5,11,Q,54684,N,-1,YF,0,,N,0,Q,1,14,14,5,-1,N,TX
142555,9/07/2014,0,F,1.0006,548,N,6,25,E,1,4,11,T,47769,N,1,YE,0,,N,0,R,1,10,4,22,-1,N,NJ
142762,4/05/2013,0,B,0.9403,965,N,11,22,D,0,5,15,V,65450,N,9,ZA,0,2,Y,0,O,0,21,2,7,-1,N,CA
142916,19/11/2013,0,B,0.9403,965,N,17,22,D,1,5,7,P,23075,N,7,ZA,0,2,N,0,D,0,21,2,4,-1,N,CA
143063,30/03/2015,0,B,0.9153,935,N,12,22,D,1,5,11,K,36898,N,8,ZA,0,2,N,0,O,1,23,2,13,-1,N,CA
143383,20/03/2013,1,B,0.9403,965,N,11,22,E,0,3,14,T,36355,N,5,ZA,0,2,N,0,O,1,23,2,4,-1,N,CA
143434,4/11/2013,0,F,0.9919,564,N,2,22,E,1,5,7,K,30350,N,2,XB,0,,N,0,E,1,4,4,17,-1,N,NJ
143688,10/04/2015,0,B,0.9153,935,N,12,22,D,1,5,11,V,63707,N,1,ZA,0,2,N,0,O,0,19,2,11,-1,N,CA
143991,24/06/2013,0,B,0.9403,965,N,9,22,D,0,5,1,K,20629,N,7,ZA,0,2,N,0,O,1,7,2,13,-1,N,CA
144112,2/10/2013,0,F,0.9919,564,N,14,22,E,1,5,4,T,16364,N,-1,ZG,0,,N,0,R,1,18,4,22,-1,N,NJ
144141,25/03/2013,0,E,0.9375,"1,480",N,16,22,A,1,4,23,K,66298,N,5,YE,0,2,N,0,R,1,17,9,25,-1,N,IL
144259,17/12/2014,0,J,0.887,"1,113",N,6,2,I,1,5,11,T,63098,N,24,XR,0,,N,0,Q,1,13,14,7,-1,N,TX
144662,27/01/2014,0,J,0.8922,"1,113",N,8,22,F,1,5,20,K,50990,N,5,XX,0,,N,0,J,1,6,19,10,-1,Y,TX
144668,25/03/2015,0,B,0.9153,935,N,25,25,D,0,5,20,P,30155,N,7,ZA,0,2,N,0,O,1,25,1,8,-1,N,CA
